Temperature (°C),Humidity (%),Moisture (%),Soil Type,Crop Type,Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),pH,Rainfall (mm),Pest Level,Recommended Fertilizer,Dosage (kg/acre),Apply_After_Days,Expected Yield (q/ha)
26.3,76,38,Black,Maize,114,45,49,5.5,223,Medium,Urea,74.1,12,86.4
31.1,36,49,Red,Pulses,75,74,62,8.0,208,Low,MOP,38.7,8,89.1
37.0,50,34,Red,Cotton,86,44,47,6.6,96,High,Potash,37.5,22,69.7
28.8,75,24,Clayey,Rice,117,40,55,6.6,255,High,Urea,94.9,14,89.2
37.2,45,64,Clayey,Pulses,108,75,70,5.4,231,Medium,DAP,62.3,10,80.9
29.0,90,49,Loamy,Wheat,83,67,91,7.3,298,Medium,DAP,70.9,17,81.3
25.7,82,32,Black,Pulses,104,54,95,8.0,192,Medium,10-26-26,42.2,12,91.3
22.8,50,40,Loamy,Soybean,68,44,62,7.9,254,Medium,Potash,40.9,13,91.7
25.1,77,40,Red,Tomato,76,77,60,5.6,265,Medium,NPK,55.7,35,89.5
30.6,58,61,Red,Wheat,56,22,83,8.1,341,High,NPK,84.1,20,78.4
37.7,53,69,Clayey,Rice,151,67,97,7.6,281,Medium,Urea,80.4,8,88.2
27.2,47,63,Clayey,Maize,84,25,42,6.1,225,High,10-26-26,58.8,10,69.1
23.3,81,67,Red,Pulses,124,55,46,5.6,104,High,MOP,34.1,17,72.5
22.4,63,30,Black,Groundnut,53,74,37,6.4,117,Medium,DAP,57.1,14,88.5
21.6,56,51,Loamy,Pulses,146,54,72,7.3,280,Medium,14-35-14,46.4,7,99.1
22.0,41,57,Loamy,Groundnut,90,73,88,6.2,134,High,MOP,37.6,9,73.2
22.0,43,65,Black,Pulses,135,59,69,7.3,90,Low,10-26-26,28.1,19,81.5
32.3,53,57,Clayey,Tomato,59,34,79,8.1,270,High,Potash,48.9,32,87.0
36.3,87,56,Red,Wheat,75,54,76,7.9,109,Low,NPK,40.5,16,97.2
32.6,58,65,Sandy,Soybean,138,50,78,6.5,286,Low,14-35-14,45.5,7,84.7
22.4,46,61,Red,Tomato,151,40,31,6.8,141,Medium,NPK,45.9,30,95.8
33.7,39,20,Black,Cotton,136,53,60,6.6,299,High,Potash,51.6,32,75.0
33.9,81,51,Sandy,Tomato,90,80,48,7.4,227,Low,NPK,54.9,21,91.3
27.1,65,42,Red,Rice,152,51,39,6.0,197,High,Urea,76.1,19,65.4
37.6,42,30,Loamy,Sugarcane,116,56,45,6.8,270,Medium,Urea,94.0,24,80.9
31.7,78,59,Sandy,Sugarcane,74,56,72,5.4,336,High,Urea,91.3,34,80.1
36.5,72,44,Clayey,Rice,108,80,36,6.7,238,High,Urea,88.2,15,63.7
34.2,68,31,Clayey,Rice,75,32,97,5.7,243,Medium,Urea,90.5,7,99.8
26.4,45,24,Loamy,Rice,72,49,64,8.0,57,High,Urea,69.2,7,73.4
34.6,62,64,Clayey,Pulses,110,56,70,7.9,82,Medium,DAP,51.9,12,110.7
22.5,37,43,Sandy,Soybean,73,66,96,7.8,171,Medium,14-35-14,45.1,7,85.9
25.0,37,29,Sandy,Groundnut,97,32,56,6.4,181,Medium,MOP,36.7,16,82.8
28.8,79,32,Sandy,Rice,147,66,34,5.5,83,High,DAP,52.5,14,86.7
33.3,45,60,Clayey,Sugarcane,113,69,78,5.2,148,Medium,Urea,70.1,20,104.9
24.0,43,34,Loamy,Soybean,144,39,94,7.2,150,Medium,Potash,32.5,13,78.2
26.5,54,59,Sandy,Rice,85,79,52,5.6,138,Medium,DAP,52.5,12,105.4
32.2,39,34,Clayey,Soybean,82,78,66,7.6,81,Medium,MOP,31.6,7,84.5
33.7,61,45,Clayey,Tomato,121,25,37,6.0,166,Medium,Potash,37.1,24,75.3
34.0,82,66,Loamy,Rice,115,40,31,7.0,64,Low,Urea,62.8,15,104.0
23.7,64,68,Red,Pulses,124,77,98,5.7,169,Low,MOP,29.5,10,103.0
30.5,35,20,Clayey,Tomato,84,41,39,7.5,112,High,Potash,36.9,22,63.0
32.3,58,61,Loamy,Maize,109,57,35,7.2,159,Medium,NPK,53.0,7,79.2
23.0,73,28,Red,Pulses,159,68,30,7.2,263,Medium,MOP,42.7,13,95.4
22.2,69,68,Red,Soybean,159,61,98,7.1,340,Low,14-35-14,47.6,9,99.5
37.8,77,60,Black,Wheat,112,37,97,6.5,180,Low,DAP,55.6,8,104.8
24.2,84,42,Loamy,Tomato,76,63,87,5.5,336,Low,10-26-26,44.8,32,105.8
20.6,76,62,Sandy,Cotton,160,35,59,6.7,290,High,Potash,48.5,30,85.2
27.3,86,34,Clayey,Cotton,135,35,63,5.8,88,Low,NPK,43.0,20,88.1
21.1,70,24,Sandy,Rice,117,23,76,6.4,190,Medium,DAP,52.6,14,95.3
28.3,48,64,Black,Cotton,147,52,82,7.1,281,High,Potash,43.9,27,60.7
27.5,55,64,Black,Rice,153,47,97,5.9,153,Medium,NPK,45.9,9,110.5
26.7,58,20,Clayey,Soybean,99,67,44,7.6,151,Low,MOP,32.3,17,81.3
36.6,39,57,Loamy,Cotton,119,44,50,7.1,91,Low,NPK,41.2,22,93.3
31.1,53,48,Black,Cotton,81,65,63,5.3,220,Low,Potash,34.5,31,106.7
35.0,58,23,Loamy,Sugarcane,110,35,99,6.9,82,Medium,Urea,62.4,26,102.8
29.2,63,62,Loamy,Sugarcane,159,49,92,7.2,82,High,Urea,66.1,29,75.9
23.2,66,38,Clayey,Cotton,105,63,89,7.1,309,Low,NPK,53.9,23,87.8
26.7,57,55,Black,Soybean,89,28,51,5.7,73,Medium,MOP,35.8,11,99.4
37.1,82,45,Sandy,Groundnut,132,41,73,6.9,259,High,MOP,56.0,9,97.6
32.0,45,55,Black,Groundnut,89,52,92,6.6,156,High,DAP,67.7,19,57.3
26.1,78,39,Red,Maize,75,76,57,7.1,147,Medium,DAP,56.7,18,95.5
37.4,76,58,Sandy,Wheat,158,27,59,6.6,220,Medium,Urea,75.9,9,103.8
25.2,65,32,Loamy,Cotton,73,58,53,6.1,87,Medium,NPK,46.8,32,94.2
25.6,69,28,Sandy,Groundnut,97,46,78,7.7,59,High,MOP,30.5,20,92.6
37.0,43,33,Clayey,Groundnut,72,54,42,6.4,312,Medium,14-35-14,64.1,19,86.5
27.5,81,30,Clayey,Groundnut,137,21,63,5.7,59,Low,14-35-14,31.2,8,97.3
28.1,39,67,Loamy,Maize,123,45,94,6.6,321,Medium,NPK,63.0,13,75.9
27.9,73,49,Clayey,Wheat,55,57,92,5.7,171,Medium,DAP,52.9,8,105.0
32.8,84,41,Sandy,Maize,146,39,93,6.4,147,Medium,NPK,50.8,15,93.4
23.4,64,63,Red,Sugarcane,63,46,74,5.7,241,Medium,10-26-26,42.7,34,101.9
28.0,88,27,Loamy,Cotton,89,65,55,5.9,269,Medium,NPK,53.2,22,101.8
35.1,68,33,Clayey,Pulses,50,80,94,6.5,210,Low,DAP,61.1,17,104.7
32.0,83,57,Loamy,Tomato,84,29,76,5.7,161,Medium,10-26-26,43.5,27,97.5
32.2,77,24,Black,Maize,76,55,35,7.9,124,High,Urea,80.3,20,81.7
36.5,42,43,Red,Sugarcane,55,44,97,7.4,315,Medium,10-26-26,57.4,33,70.9
24.1,65,53,Loamy,Pulses,129,62,88,8.0,229,High,14-35-14,53.3,9,77.5
26.4,53,46,Loamy,Pulses,60,43,80,6.2,341,Medium,14-35-14,62.2,9,86.7
36.0,77,38,Sandy,Groundnut,124,39,37,8.0,70,Low,MOP,30.3,11,79.8
33.5,63,36,Red,Groundnut,148,57,81,7.0,337,Medium,Urea,89.9,9,118.5
34.4,83,48,Red,Wheat,91,43,57,6.4,292,Low,NPK,58.3,13,77.6
32.1,79,52,Sandy,Wheat,153,68,71,8.1,131,Low,Urea,60.3,18,93.8
28.6,58,42,Loamy,Wheat,121,47,35,7.6,80,High,DAP,55.2,11,68.4
22.7,60,62,Clayey,Pulses,81,32,33,7.4,109,High,DAP,58.3,13,62.2
33.2,60,55,Red,Rice,100,45,39,5.2,264,Medium,Urea,93.3,10,95.0
21.1,65,57,Black,Maize,116,33,79,5.5,247,High,Urea,79.6,20,68.6
31.4,69,49,Loamy,Cotton,73,60,51,7.3,242,Low,NPK,56.3,32,82.7
31.2,68,60,Clayey,Soybean,116,65,98,6.2,164,High,MOP,41.1,19,81.4
38.0,59,31,Red,Groundnut,128,48,99,6.1,158,Low,Urea,70.3,10,83.7
38.0,67,59,Sandy,Groundnut,103,31,94,7.8,312,Medium,MOP,50.8,9,85.9
26.6,74,38,Black,Groundnut,103,77,86,6.8,244,Medium,DAP,55.3,16,80.1
29.1,58,60,Clayey,Tomato,152,71,78,5.6,227,High,Potash,39.3,25,87.6
37.2,76,68,Red,Soybean,145,74,91,7.2,186,Medium,14-35-14,42.3,19,105.4
31.9,37,39,Sandy,Tomato,136,53,54,5.4,299,Low,NPK,52.4,34,97.0
29.5,48,56,Clayey,Maize,131,45,83,6.6,55,Low,10-26-26,31.5,12,70.7
27.4,86,48,Red,Groundnut,123,71,90,5.7,54,Medium,Urea,49.4,18,104.1
35.7,53,48,Black,Sugarcane,150,48,53,7.8,320,High,Urea,100.0,31,85.9
28.6,74,40,Sandy,Pulses,61,38,96,7.0,321,High,DAP,78.9,8,65.0
30.6,52,35,Clayey,Sugarcane,82,42,80,7.8,297,Low,Urea,81.0,34,103.4
22.4,63,25,Loamy,Wheat,64,25,57,6.3,78,Low,DAP,47.1,12,76.1
24.2,89,23,Red,Tomato,103,29,33,6.1,317,High,NPK,82.0,34,71.9
31.5,77,65,Red,Cotton,72,60,96,6.5,211,Medium,Potash,35.3,27,81.4
36.9,85,21,Red,Wheat,137,80,60,7.8,237,Medium,NPK,53.1,11,112.7
36.2,59,57,Clayey,Wheat,87,45,94,7.3,134,Low,DAP,50.1,13,82.7
34.3,75,38,Clayey,Maize,56,51,32,7.9,194,Low,10-26-26,44.9,17,102.5
28.5,46,66,Sandy,Tomato,71,58,59,7.5,103,Low,NPK,44.4,32,72.7
26.9,48,33,Clayey,Maize,152,40,81,7.3,215,Medium,10-26-26,42.0,9,88.1
30.9,82,27,Black,Wheat,59,36,75,5.8,239,High,DAP,69.9,12,64.3
27.7,81,57,Clayey,Sugarcane,97,57,74,8.0,311,High,Urea,99.1,24,81.5
34.7,54,48,Red,Sugarcane,108,77,68,5.7,176,Low,10-26-26,35.0,21,115.5
26.9,79,47,Red,Groundnut,156,29,96,5.5,157,Medium,Urea,72.7,8,85.3
24.5,49,43,Red,Pulses,139,64,64,7.6,183,High,MOP,41.9,15,60.7
22.7,52,66,Loamy,Tomato,77,25,34,8.1,203,Medium,10-26-26,46.8,34,98.2
26.2,45,48,Red,Tomato,135,38,88,5.7,322,Medium,NPK,57.5,35,92.6
31.6,85,28,Loamy,Wheat,147,52,45,8.0,318,High,DAP,87.2,13,66.2
30.3,50,23,Loamy,Wheat,131,36,79,5.3,299,Medium,DAP,69.2,12,111.6
33.2,57,69,Loamy,Soybean,83,49,36,6.9,323,Low,Potash,44.4,8,87.2
36.3,83,27,Sandy,Tomato,156,62,63,5.3,219,Low,NPK,45.7,28,83.3
33.7,67,20,Red,Tomato,75,38,90,5.9,310,High,NPK,81.4,34,89.4
31.9,76,42,Red,Rice,98,23,41,6.8,136,High,Urea,82.5,14,63.0
24.8,42,55,Black,Wheat,104,39,57,5.8,96,Medium,DAP,45.5,7,83.2
31.6,46,47,Red,Tomato,99,27,59,5.3,299,Low,NPK,60.4,22,78.7
30.8,63,25,Sandy,Rice,55,78,86,6.3,164,High,DAP,60.5,7,71.3
20.7,67,49,Red,Rice,119,47,35,5.8,324,High,Urea,95.2,15,75.1
23.4,73,67,Sandy,Tomato,69,49,34,5.8,92,Medium,NPK,41.3,20,100.4
35.1,41,21,Red,Rice,108,45,51,7.3,56,Medium,Urea,61.4,12,88.5
26.1,63,32,Loamy,Soybean,87,70,95,7.1,207,Medium,Potash,38.4,15,82.2
33.2,41,54,Sandy,Cotton,149,47,84,6.5,157,Medium,Potash,33.0,31,71.2
35.1,37,52,Loamy,Soybean,82,38,57,6.2,139,Low,Potash,37.5,12,86.1
35.7,44,36,Sandy,Groundnut,89,59,46,5.3,290,Medium,MOP,44.2,18,93.3
22.1,50,53,Sandy,Soybean,63,34,41,5.7,144,Low,14-35-14,43.5,14,78.2
23.8,40,50,Clayey,Wheat,91,21,80,5.6,99,High,DAP,53.2,9,66.0
29.5,85,39,Black,Wheat,115,40,60,6.1,144,Low,DAP,51.2,12,87.5
32.2,67,38,Loamy,Cotton,153,43,34,7.2,344,Medium,NPK,73.1,22,82.2
31.2,87,43,Clayey,Tomato,156,37,89,6.7,211,Medium,Potash,39.9,22,105.1
23.6,79,42,Black,Maize,87,25,56,5.2,279,Medium,Urea,90.7,9,106.5
20.8,82,64,Loamy,Rice,89,77,68,5.9,322,Low,Urea,70.6,13,115.2
24.2,88,30,Red,Sugarcane,67,33,38,6.8,230,High,10-26-26,56.4,26,70.2
27.9,87,26,Black,Pulses,125,79,95,6.3,318,High,10-26-26,48.2,17,93.1
35.1,81,69,Clayey,Rice,113,56,63,5.2,65,High,Urea,62.6,19,98.7
37.7,39,46,Clayey,Pulses,57,75,79,5.5,319,Medium,DAP,70.5,16,101.2
32.5,76,32,Sandy,Tomato,75,27,90,6.0,192,High,NPK,67.4,24,65.6
21.1,37,41,Loamy,Wheat,130,26,80,7.4,204,High,DAP,65.7,11,71.6
36.9,68,31,Black,Rice,70,53,72,5.2,314,Medium,NPK,66.6,15,110.1
34.9,50,54,Black,Wheat,66,64,81,6.3,308,High,DAP,81.5,15,93.2
37.7,66,62,Sandy,Maize,130,32,98,8.0,174,Medium,NPK,52.7,14,104.4
34.9,56,60,Sandy,Maize,78,75,86,7.5,96,Medium,NPK,50.5,13,93.8
33.2,55,27,Loamy,Cotton,140,46,62,6.4,327,Low,NPK,62.1,24,97.4
29.8,40,34,Sandy,Tomato,52,49,45,5.2,88,Low,NPK,47.9,31,65.6
27.6,63,47,Loamy,Rice,79,37,92,7.5,68,High,Urea,68.0,13,92.3
26.1,52,55,Sandy,Groundnut,107,64,47,7.6,342,Low,MOP,44.2,12,93.8
29.1,69,36,Sandy,Soybean,90,44,91,7.7,331,High,14-35-14,58.3,16,91.0
24.0,82,46,Loamy,Maize,114,50,93,6.6,55,Low,NPK,37.0,12,92.6
35.8,55,35,Red,Groundnut,119,67,49,6.3,270,Medium,Urea,82.1,11,92.7
23.6,80,46,Black,Groundnut,74,29,36,8.1,275,High,DAP,88.9,14,79.2
32.7,88,47,Red,Soybean,120,49,66,6.2,289,High,14-35-14,59.5,14,75.0
27.0,40,49,Clayey,Maize,75,68,49,7.5,310,Low,10-26-26,46.5,17,86.2
37.7,41,28,Red,Cotton,140,71,48,7.5,84,High,Potash,37.4,35,66.1
25.5,58,41,Black,Sugarcane,122,27,93,5.5,70,High,Urea,65.1,26,80.8
31.5,46,22,Clayey,Sugarcane,154,39,55,5.5,63,Medium,Urea,55.9,20,79.5
32.1,81,54,Clayey,Tomato,75,42,63,6.6,146,Low,Potash,33.7,21,81.4
32.6,73,26,Red,Rice,73,69,55,6.2,109,Low,Urea,63.5,8,84.3
34.8,90,26,Clayey,Wheat,128,79,85,7.3,259,Low,DAP,55.8,16,108.2
21.8,88,50,Loamy,Tomato,150,20,79,7.7,155,High,10-26-26,39.1,31,80.7
20.6,61,64,Clayey,Pulses,147,28,41,7.2,71,High,DAP,54.3,8,70.5
25.6,66,56,Clayey,Cotton,130,25,51,5.9,270,Medium,NPK,57.1,27,98.4
21.4,48,38,Loamy,Tomato,57,36,92,6.1,232,Medium,10-26-26,48.6,29,68.3
35.7,61,51,Loamy,Tomato,93,56,46,6.0,147,High,10-26-26,51.8,34,89.3
25.7,62,25,Clayey,Rice,126,23,44,5.4,66,Low,Urea,57.6,20,91.7
36.6,66,44,Black,Tomato,145,23,39,7.7,215,Low,NPK,59.4,30,77.0
35.4,45,36,Red,Rice,114,43,85,6.2,336,High,Urea,97.5,18,69.3
24.5,35,22,Loamy,Sugarcane,156,24,40,5.9,281,Low,Urea,70.6,22,93.1
31.6,52,57,Sandy,Pulses,133,46,45,6.1,245,Low,DAP,65.7,12,108.7
37.0,80,53,Black,Cotton,100,62,86,5.3,151,Medium,Potash,34.3,25,115.4
36.9,49,49,Clayey,Soybean,55,58,88,7.4,92,High,MOP,43.2,15,64.5
24.9,56,35,Red,Cotton,153,48,66,5.7,104,Low,Potash,25.2,33,104.0
27.0,48,29,Loamy,Soybean,93,66,72,6.5,243,Medium,Potash,35.7,14,93.1
24.3,55,69,Black,Rice,155,34,35,6.4,301,Medium,NPK,67.8,14,82.2
25.1,84,37,Loamy,Pulses,72,31,32,7.2,325,High,14-35-14,75.3,20,84.0
33.5,70,62,Sandy,Soybean,68,62,34,6.0,272,Medium,14-35-14,57.4,20,76.5
28.9,39,55,Sandy,Maize,80,66,89,8.0,237,Low,NPK,47.0,14,100.6
26.7,48,22,Loamy,Tomato,52,51,76,7.4,173,Low,10-26-26,33.9,20,86.8
23.1,38,30,Black,Maize,93,36,69,6.7,324,Low,Urea,72.0,19,84.3
25.8,44,32,Red,Cotton,159,45,49,6.0,211,High,Potash,42.2,25,69.7
31.2,62,54,Clayey,Tomato,120,48,65,7.3,263,High,Potash,46.1,28,69.0
23.6,84,46,Clayey,Rice,90,22,72,8.1,330,Low,Urea,79.8,17,89.1
36.8,55,45,Black,Soybean,64,61,66,8.1,130,High,MOP,43.8,16,74.1
29.8,45,37,Sandy,Pulses,82,33,38,8.2,190,Low,DAP,60.5,10,66.3
20.2,47,38,Loamy,Cotton,92,49,67,7.8,256,Low,NPK,44.9,26,90.3
30.3,42,31,Sandy,Maize,137,65,99,5.5,261,Low,NPK,52.0,12,93.0
24.2,66,56,Black,Tomato,66,73,51,8.1,98,High,NPK,52.1,24,62.5
34.4,77,61,Sandy,Tomato,85,53,88,6.5,217,Low,NPK,50.1,22,113.8
28.1,83,43,Loamy,Tomato,159,71,92,6.0,88,Low,10-26-26,29.4,21,81.0
26.4,89,54,Clayey,Sugarcane,86,45,48,6.8,175,Medium,Urea,73.2,24,85.9
21.7,48,26,Black,Rice,158,27,33,7.3,206,Medium,NPK,49.7,9,80.0
20.2,46,64,Black,Rice,115,79,54,8.0,55,High,NPK,37.7,7,58.9
31.0,55,34,Red,Cotton,151,43,50,5.6,191,Medium,Potash,35.5,25,85.6
24.2,77,39,Sandy,Tomato,72,70,73,6.0,106,Low,NPK,41.5,21,79.7
37.9,74,35,Clayey,Cotton,133,72,51,6.7,285,High,NPK,63.8,31,95.8
28.7,88,24,Clayey,Soybean,57,31,69,5.2,137,Medium,MOP,37.3,7,94.9
34.9,58,44,Clayey,Pulses,136,23,47,5.9,225,High,DAP,84.0,11,62.7
31.3,82,54,Sandy,Pulses,59,46,49,5.5,333,High,DAP,92.9,14,65.4
29.0,39,49,Red,Groundnut,136,72,47,5.9,154,High,Urea,75.7,16,72.7
21.5,81,34,Clayey,Rice,76,54,83,5.2,276,Low,Urea,71.5,7,95.2
29.3,76,60,Black,Sugarcane,50,50,70,6.0,329,Low,Urea,89.8,26,81.0
30.6,48,55,Black,Soybean,82,69,59,7.9,184,Medium,MOP,43.0,18,100.3
31.6,78,23,Sandy,Maize,77,27,76,6.2,267,Low,NPK,61.8,7,76.3
22.4,85,59,Red,Soybean,56,62,95,7.2,210,Medium,14-35-14,43.2,19,98.3
35.3,37,28,Clayey,Cotton,138,68,83,6.4,241,Low,NPK,45.2,27,95.3
32.5,43,46,Red,Soybean,153,70,80,7.2,177,Low,14-35-14,40.4,8,101.5
22.6,52,29,Black,Pulses,123,22,76,5.8,240,High,10-26-26,50.5,16,68.8
33.2,61,34,Clayey,Cotton,139,54,55,5.7,275,High,NPK,66.3,20,96.4
30.1,81,69,Red,Pulses,128,22,58,5.7,207,Low,MOP,39.9,18,90.5
30.3,73,42,Black,Cotton,141,48,65,7.9,76,High,Potash,32.6,33,68.8
31.7,68,68,Clayey,Cotton,136,73,76,7.2,310,Low,NPK,56.7,24,103.0
24.3,40,48,Red,Groundnut,156,35,81,5.3,301,High,Urea,92.0,19,79.1
25.8,58,62,Clayey,Groundnut,105,23,64,7.4,229,High,14-35-14,56.4,9,72.8
21.6,75,57,Sandy,Tomato,143,44,73,5.6,96,Low,NPK,38.1,28,116.4
35.7,77,39,Sandy,Cotton,106,69,35,6.9,175,Medium,Potash,35.8,35,86.7
29.4,82,63,Black,Groundnut,58,25,48,5.9,251,Low,DAP,62.1,15,98.5
32.4,50,29,Sandy,Rice,138,25,92,6.8,69,High,DAP,61.0,20,72.9
32.3,76,65,Red,Rice,119,20,98,6.1,64,Low,Urea,51.1,8,83.4
21.2,77,24,Clayey,Groundnut,145,74,53,8.2,297,Low,14-35-14,39.8,8,108.4
30.9,36,45,Clayey,Soybean,134,36,49,5.5,110,Low,MOP,30.4,20,96.5
33.9,48,61,Loamy,Cotton,128,71,33,7.2,143,Medium,NPK,51.6,31,96.5
21.9,52,56,Black,Maize,62,66,57,5.7,145,Medium,Urea,63.3,13,80.6
31.3,55,35,Red,Pulses,83,61,45,6.1,75,Medium,MOP,31.0,8,78.2
26.5,73,47,Sandy,Cotton,141,70,84,6.2,189,Low,Potash,27.3,22,118.0
25.5,57,48,Loamy,Cotton,155,47,61,5.9,154,Medium,NPK,42.7,34,94.9
25.2,40,32,Black,Soybean,133,22,94,5.4,180,Medium,MOP,36.8,12,89.5
24.3,80,29,Red,Cotton,153,20,76,7.9,125,Medium,Potash,33.8,32,76.9
22.1,70,30,Clayey,Rice,120,42,55,7.5,230,Medium,Urea,73.2,18,94.7
34.8,65,52,Loamy,Tomato,69,48,73,6.4,261,Medium,10-26-26,52.2,20,110.6
23.3,85,27,Loamy,Pulses,124,45,80,5.9,184,Medium,14-35-14,44.3,8,79.0
26.1,43,45,Loamy,Groundnut,66,32,76,6.5,156,High,MOP,39.6,17,62.9
30.5,89,33,Loamy,Soybean,160,75,98,5.5,333,Medium,Potash,40.6,11,84.7
37.8,61,22,Red,Soybean,111,64,49,6.6,277,High,14-35-14,58.2,16,85.2
35.3,52,29,Loamy,Sugarcane,132,30,74,7.4,189,Medium,Urea,78.9,29,80.6
26.9,79,41,Loamy,Sugarcane,129,70,37,6.1,239,Low,Urea,74.4,23,104.5
35.1,63,29,Sandy,Rice,112,80,34,6.7,261,Medium,DAP,68.9,8,77.2
20.8,60,29,Sandy,Soybean,118,74,83,7.8,248,Medium,14-35-14,39.8,11,83.6
20.4,45,20,Red,Cotton,94,33,91,6.2,70,Medium,Potash,26.4,35,84.2
31.4,38,58,Clayey,Sugarcane,160,62,64,7.2,165,High,Urea,73.3,26,87.4
21.2,56,21,Clayey,Pulses,76,42,62,6.7,287,Low,DAP,61.8,7,101.7
32.2,38,67,Clayey,Sugarcane,131,37,92,5.7,331,High,Urea,93.9,28,76.0
30.3,85,52,Loamy,Wheat,63,73,69,6.7,230,Medium,DAP,69.0,17,91.4
27.1,69,22,Sandy,Soybean,144,45,86,8.0,218,High,14-35-14,48.2,14,93.8
36.9,43,31,Black,Rice,94,75,57,6.1,131,High,NPK,52.3,8,81.4
29.5,66,39,Loamy,Cotton,64,41,34,7.1,293,High,NPK,79.2,29,79.1
22.1,82,36,Red,Soybean,74,73,60,5.4,325,High,14-35-14,54.3,9,83.4
24.2,65,21,Clayey,Sugarcane,67,39,65,7.2,288,Low,Urea,71.9,34,94.3
34.2,37,50,Sandy,Soybean,105,73,82,5.5,207,Low,14-35-14,44.9,8,72.7
33.5,57,69,Black,Cotton,139,21,95,5.9,76,Low,Potash,30.0,21,99.2
23.2,87,26,Clayey,Cotton,103,37,68,6.3,340,Low,NPK,59.0,27,83.5
32.3,55,31,Black,Rice,105,62,81,6.7,131,Medium,NPK,47.0,10,83.8
26.1,63,32,Sandy,Pulses,129,37,49,6.4,133,Low,DAP,46.5,7,96.6
36.4,87,41,Clayey,Cotton,71,21,93,7.8,296,Low,NPK,61.5,25,89.0
35.8,87,51,Sandy,Maize,116,70,52,6.5,278,High,NPK,70.7,8,96.6
28.2,49,41,Loamy,Sugarcane,135,38,73,7.8,270,High,Urea,81.6,35,74.0
36.0,38,39,Loamy,Maize,88,78,83,6.8,149,High,NPK,57.4,9,65.7
32.6,47,68,Black,Cotton,63,33,86,7.1,255,Medium,Potash,40.0,25,90.0
26.5,37,31,Red,Wheat,64,27,56,5.5,210,Medium,NPK,60.5,8,85.2
21.3,40,37,Loamy,Wheat,97,47,82,7.6,90,Low,DAP,44.7,17,95.2
34.2,89,68,Sandy,Rice,152,61,64,7.6,99,High,DAP,60.5,8,89.8
27.3,55,41,Loamy,Cotton,144,29,45,7.8,180,Medium,NPK,56.0,24,89.5
27.8,48,39,Clayey,Maize,122,34,52,5.4,199,High,10-26-26,49.6,13,67.5
33.4,46,49,Black,Sugarcane,105,63,34,7.4,301,High,Urea,98.0,24,72.4
22.2,39,48,Black,Groundnut,52,70,83,7.6,295,Low,DAP,64.5,14,69.7
32.6,44,23,Loamy,Wheat,83,58,74,7.0,198,Low,DAP,50.7,20,97.2
23.4,41,68,Black,Cotton,153,28,51,8.2,78,Low,Potash,25.6,20,67.4
20.3,82,60,Loamy,Soybean,70,63,54,5.8,200,Medium,Potash,32.2,9,75.5
25.6,65,39,Sandy,Cotton,89,64,70,7.1,278,Medium,Potash,40.7,28,115.1
24.7,74,38,Black,Soybean,91,34,37,6.0,315,Medium,MOP,53.7,13,102.6
22.5,38,37,Red,Tomato,139,61,66,6.7,183,High,NPK,56.3,29,77.6
30.8,38,26,Red,Sugarcane,140,80,54,5.8,205,Low,10-26-26,41.1,35,89.8
21.7,49,28,Loamy,Pulses,101,54,95,5.3,224,High,14-35-14,46.6,10,75.5
33.4,45,62,Red,Tomato,100,54,73,8.0,183,Medium,NPK,50.6,27,96.7
23.2,42,30,Black,Tomato,76,25,81,7.5,345,Low,NPK,54.1,31,69.9
20.4,90,33,Loamy,Sugarcane,129,28,47,6.3,75,Low,Urea,46.6,30,100.2
37.8,61,20,Red,Maize,73,75,75,8.0,338,High,DAP,82.0,13,75.7
27.1,35,60,Loamy,Cotton,130,28,47,6.5,270,High,NPK,71.5,29,74.8
37.7,88,42,Loamy,Pulses,121,51,33,6.7,178,Medium,14-35-14,49.0,12,104.4
22.4,40,37,Black,Sugarcane,107,59,46,7.2,131,High,Urea,72.3,31,63.3
31.3,41,60,Sandy,Tomato,116,39,37,6.4,135,Medium,NPK,52.0,22,88.9
26.0,74,21,Black,Pulses,145,46,62,7.5,60,Medium,10-26-26,29.1,13,105.2
29.6,37,53,Loamy,Cotton,155,64,87,8.1,129,Low,NPK,36.9,25,93.8
22.2,37,30,Sandy,Pulses,139,55,67,7.3,62,Medium,DAP,44.5,16,106.3
22.9,58,53,Clayey,Sugarcane,119,73,78,7.1,285,High,Urea,79.3,31,101.4
24.3,62,33,Black,Soybean,145,22,63,7.1,239,High,MOP,49.6,8,62.5
37.8,79,54,Sandy,Rice,84,27,99,7.1,180,Medium,DAP,62.1,17,98.2
24.9,89,54,Loamy,Cotton,91,27,76,6.4,309,Low,NPK,54.9,30,86.5
21.6,86,52,Clayey,Cotton,71,30,61,7.2,212,High,NPK,62.4,29,81.9
36.8,57,49,Red,Pulses,55,56,92,5.2,325,Low,MOP,42.2,8,93.6
29.8,37,48,Black,Cotton,99,49,77,8.0,137,Medium,Potash,35.6,32,83.4
36.2,36,21,Sandy,Maize,144,63,63,7.6,156,Low,NPK,42.2,12,93.0
33.0,41,30,Black,Soybean,116,50,50,6.5,126,High,MOP,42.7,9,61.1
37.0,52,28,Red,Groundnut,154,34,49,7.1,245,High,Urea,93.6,15,77.1
27.1,56,70,Clayey,Tomato,57,72,100,7.5,54,Low,Potash,25.2,26,94.9
